SampleID;Index;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Lot_Nr;PlateID;QC_Warning;LOD;NPX;Normalization;Assay_Warning
CONTROL_SAMPLE_P1_A12;12;OID21062;P14207;FOLR2;0;Neurology;B04406;P1;PASS;-10.501;-2.5137;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21063;P21757;MSR1;0;Neurology;B04406;P1;PASS;-9.7657;-4.2751;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21064;P57087;JAM2;0;Neurology;B04406;P1;PASS;-10.4107;-3.025;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21065;Q96B86;RGMA;0;Neurology;B04406;P1;PASS;-8.7857;-2.2741;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21066;O94907;DKK1;0;Neurology;B04406;P1;PASS;-9.6975;-2.7843;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21067;Q9UBW5;BIN2;0;Neurology;B04406;P1;PASS;-8.3004;-6.8467;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21068;O76076;CCN5;0;Neurology;B04406;P1;PASS;-8.8688;-2.7893;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21069;P01215;CGA;0;Neurology;B04406;P1;PASS;-8.2502;-2.4604;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21070;P05067;APP;0;Neurology;B04406;P1;PASS;-4.7565;-3.9627;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21071;P11215;ITGAM;0;Neurology;B04406;P1;PASS;-6.1503;-3.47;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21072;P02749;APOH;0;Neurology;B04406;P1;PASS;-4.8758;-4.2441;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21073;P14174;MIF;0;Neurology;B04406;P1;PASS;-5.9371;-1.4087;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21074;Q15818;NPTX1;0;Neurology;B04406;P1;WARN;-5.1067;-1.8949;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21075;P19440;GGT1;0;Neurology;B04406;P1;PASS;-6.7273;-2.492;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21076;P50895;BCAM;0;Neurology;B04406;P1;PASS;-5.0041;-0.4476;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21077;P31948;STIP1;0.0795;Neurology;B04406;P1;PASS;-5.4757;-3.3582;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21078;Q9NZD4;AHSP;0;Neurology;B04406;P1;PASS;-7.2197;-2.3178;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21079;Q02487;DSC2;0;Neurology;B04406;P1;PASS;-6.2515;-1.8582;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21080;Q04900;CD164;0;Neurology;B04406;P1;PASS;-4.0686;-2.6948;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21081;O60462;NRP2;0;Neurology;B04406;P1;PASS;-6.0719;-3.1343;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21082;O15389;SIGLEC5;0;Neurology;B04406;P1;PASS;-9.1792;-2.4258;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21083;P08254;MMP3;0;Neurology;B04406;P1;PASS;-4.9857;0.0175;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21084;P23381;WARS;0;Neurology;B04406;P1;PASS;-6.8385;-1.0052;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21085;Q14112;NID2;0;Neurology;B04406;P1;PASS;-6.8747;-3.7118;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21086;P12081;HARS1;0.25;Neurology;B04406;P1;PASS;-5.5407;-5.2039;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21087;P30086;PEBP1;0;Neurology;B04406;P1;PASS;-7.7299;-2.4836;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21088;P30740;SERPINB1;0;Neurology;B04406;P1;PASS;-6.2742;-3.5328;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21089;Q96F46;IL17RA;0;Neurology;B04406;P1;PASS;-5.9097;-2.4991;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21090;Q86T13;CLEC14A;0;Neurology;B04406;P1;PASS;-7.8992;-4.1661;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21091;Q9HCN6;GP6;0;Neurology;B04406;P1;WARN;-7.7741;-3.0491;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21092;Q9P232;CNTN3;0;Neurology;B04406;P1;PASS;-7.4955;-2.1127;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21093;P55103;INHBC;0;Neurology;B04406;P1;PASS;-8.3759;-3.3098;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21094;Q96FE7;PIK3IP1;0;Neurology;B04406;P1;PASS;-4.9883;-2.5665;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21095;O15394;NCAM2;0;Neurology;B04406;P1;PASS;-7.8754;-2.3735;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21096;P23280;CA6;0;Neurology;B04406;P1;PASS;-4.6762;-0.3549;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21097;P00995;SPINK1;0;Neurology;B04406;P1;PASS;-6.6447;-2.5717;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21098;Q9UGT4;SUSD2;0;Neurology;B04406;P1;PASS;-8.7032;-2.1123;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21099;Q14696;MESD;0;Neurology;B04406;P1;PASS;-5.8086;-4.7997;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21100;P05164;MPO;0;Neurology;B04406;P1;PASS;-6.8992;-2.7871;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21101;Q02747;GUCA2A;0;Neurology;B04406;P1;PASS;-7.9448;0.6869;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21102;P01833;PIGR;0;Neurology;B04406;P1;WARN;-3.4445;-0.8024;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21103;P14780;MMP9;0;Neurology;B04406;P1;PASS;-7.6205;-2.8852;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21104;P35442;THBS2;0;Neurology;B04406;P1;PASS;-6.8276;-0.8502;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21105;Q13093;PLA2G7;0;Neurology;B04406;P1;PASS;-6.8585;-1.0472;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21106;Q15155;NOMO1;0;Neurology;B04406;P1;PASS;-8.6039;-2.1349;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21107;P22105;TNXB;0;Neurology;B04406;P1;PASS;-7.4531;-1.1997;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21108;Q6YHK3;CD109;0;Neurology;B04406;P1;PASS;-6.1809;-2.6107;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21109;O43278;SPINT1;0;Neurology;B04406;P1;PASS;-7.6029;-2.6911;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21110;P14209;CD99;0;Neurology;B04406;P1;WARN;-7.994;0.0789;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21111;Q96RD9;FCRL5;0;Neurology;B04406;P1;PASS;-7.5587;-1.9313;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21112;Q9Y240;CLEC11A;0;Neurology;B04406;P1;PASS;-5.688;-1.0585;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21113;Q14126;DSG2;0;Neurology;B04406;P1;PASS;-4.9817;-0.9284;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21114;P04179;SOD2;0;Neurology;B04406;P1;WARN;-4.8307;-0.1004;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21115;Q9UKK9;NUDT5;0;Neurology;B04406;P1;PASS;-4.2549;-1.803;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21116;P14778;IL1R1;0;Neurology;B04406;P1;PASS;-8.8175;-2.0742;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21117;Q8IWV2;CNTN4;0;Neurology;B04406;P1;PASS;-5.6469;-1.8154;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21118;P63313;TMSB10;0;Neurology;B04406;P1;PASS;-8.0688;-2.8016;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21119;Q8N6Q3;CD177;0;Neurology;B04406;P1;PASS;-6.6689;-1.0768;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21120;Q5T2D2;TREML2;0;Neurology;B04406;P1;PASS;-9.1896;-3.7741;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21121;Q99972;MYOC;0;Neurology;B04406;P1;PASS;-8.446;-2.6923;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21122;Q8TCZ2;CD99L2;0;Neurology;B04406;P1;PASS;-9.5212;-2.2322;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21123;P20774;OGN;0;Neurology;B04406;P1;PASS;-5.3918;-0.7685;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21124;P00749;PLAU;0;Neurology;B04406;P1;PASS;-7.5698;-1.9313;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21125;P20827;EFNA1;0;Neurology;B04406;P1;PASS;-5.9135;-2.7321;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21126;Q9NPH3;IL1RAP;0;Neurology;B04406;P1;PASS;-8.6605;-1.4455;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21127;O43505;B4GAT1;0;Neurology;B04406;P1;PASS;-9.9104;-3.5228;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21128;P00352;ALDH1A1;0;Neurology;B04406;P1;PASS;-5.2532;-2.6703;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21129;Q9UKJ1;PILRA;0;Neurology;B04406;P1;PASS;-8.0781;-1.3835;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21130;Q6UXG3;CD300LG;0;Neurology;B04406;P1;PASS;-5.1383;-3.8315;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21131;P16284;PECAM1;0;Neurology;B04406;P1;PASS;-5.0942;-2.432;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21132;P22749;GNLY;0;Neurology;B04406;P1;PASS;-7.591;-0.5533;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21133;P06734;FCER2;0;Neurology;B04406;P1;WARN;-6.7235;-1.3204;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21134;Q08431;MFGE8;0;Neurology;B04406;P1;PASS;-8.0896;-2.2898;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21135;Q16881;TXNRD1;0;Neurology;B04406;P1;PASS;-6.275;-3.8934;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21136;P16871;IL7R;0;Neurology;B04406;P1;PASS;-9.0838;-1.5339;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21137;Q8TDQ0;HAVCR2;0;Neurology;B04406;P1;PASS;-8.8492;-1.769;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21138;P15289;ARSA;0;Neurology;B04406;P1;PASS;-6.2406;-3.5784;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21139;P08648;ITGA5;0;Neurology;B04406;P1;PASS;-8.0803;-2.5475;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21140;O15117;FYB1;0;Neurology;B04406;P1;PASS;-6.8089;-3.7074;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21141;P30043;BLVRB;0.0227;Neurology;B04406;P1;PASS;-5.0681;-3.4587;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21142;Q969Z4;RELT;0;Neurology;B04406;P1;PASS;-8.6237;-2.8361;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21143;P07108;DBI;0;Neurology;B04406;P1;PASS;-6.5497;-1.7948;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21144;Q9Y279;VSIG4;0;Neurology;B04406;P1;PASS;-7.5937;-1.8415;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21145;P20333;TNFRSF1B;0;Neurology;B04406;P1;PASS;-6.8991;-1.6908;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21146;P11717;IGF2R;0;Neurology;B04406;P1;PASS;-7.8645;-3.0448;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21147;Q99727;TIMP4;0;Neurology;B04406;P1;PASS;-9.0464;-2.1407;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21148;Q9NQ38;SPINK5;0;Neurology;B04406;P1;PASS;-3.1367;-1.7498;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21149;P00918;CA2;0;Neurology;B04406;P1;PASS;-9.4229;-4.7752;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21150;P17538;CTRB1;0;Neurology;B04406;P1;PASS;-7.7317;-1.5477;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21151;Q9Y624;F11R;0;Neurology;B04406;P1;PASS;-7.6688;-1.7746;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21152;Q8N149;LILRA2;0;Neurology;B04406;P1;PASS;-7.0821;-2.2999;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21153;Q6UXH9;PAMR1;0;Neurology;B04406;P1;PASS;-8.5655;-0.9547;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21154;P04155;TFF1;0;Neurology;B04406;P1;PASS;-6.1539;-2.9547;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21155;P19438;TNFRSF1A;0;Neurology;B04406;P1;PASS;-8.5709;-1.8506;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21156;P04118;CLPS;0;Neurology;B04406;P1;PASS;-9.2598;-0.3221;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21157;O76061;STC2;0;Neurology;B04406;P1;PASS;-8.7449;-1.3423;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21158;P22692;IGFBP4;0;Neurology;B04406;P1;PASS;-8.2954;-1.0465;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21159;P28799;GRN;0;Neurology;B04406;P1;PASS;-8.5269;-2.4526;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID21160;Q99497;PARK7;0;Neurology;B04406;P1;PASS;-8.2465;-3.9707;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30791;Q8IZJ0;IFNL2;0.1477;Neurology_II;B13806;P1;PASS;-3.4837;-3.7915;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30792;Q7L311;ARMCX2;0.2727;Neurology_II;B13806;P1;PASS;-4.0159;-4.4564;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30793;Q5U5Z8;AGBL2;0.0682;Neurology_II;B13806;P1;PASS;-8.0906;-6.1681;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30794;O75631;UPK3A;0.5455;Neurology_II;B13806;P1;PASS;-5.0021;-4.9234;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30795;Q9UKW4;VAV3;0;Neurology_II;B13806;P1;PASS;-2.8223;-1.4298;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30796;O76039;CDKL5;0.4432;Neurology_II;B13806;P1;PASS;-1.5573;-2.4317;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30797;Q96PV0;SYNGAP1;0.2841;Neurology_II;B13806;P1;PASS;-3.803;-4.106;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30798;O95049;TJP3;0.6477;Neurology_II;B13806;P1;PASS;-2.6377;-2.8521;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30799;Q13509;TUBB3;0.6477;Neurology_II;B13806;P1;PASS;-0.0373;1.6954;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30800;P35221;CTNNA1;0.1136;Neurology_II;B13806;P1;PASS;-1.6648;-0.7193;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30801;O75312;ZPR1;0;Neurology_II;B13806;P1;WARN;-4.2156;-3.7825;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30802;Q13224;GRIN2B;0;Neurology_II;B13806;P1;PASS;-4.032;-2.6339;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30803;P48169;GABRA4;0.3409;Neurology_II;B13806;P1;PASS;-4.0417;-3.8917;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30804;Q9NY72;SCN3B;0.875;Neurology_II;B13806;P1;PASS;-2.918;-3.0709;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30805;Q9NQW8;CNGB3;0.0568;Neurology_II;B13806;P1;PASS;-4.1947;-3.428;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30806;Q96J84;KIRREL1;0.1136;Neurology_II;B13806;P1;PASS;-2.5706;-2.7064;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30807;P26441;CNTF;0.4432;Neurology_II;B13806;P1;PASS;-4.6662;-3.2628;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30808;O43474;KLF4;0;Neurology_II;B13806;P1;PASS;-5.5165;-3.7387;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30809;P43220;GLP1R;0.9205;Neurology_II;B13806;P1;PASS;-1.666;-1.8663;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30810;P41732;TSPAN7;0.7841;Neurology_II;B13806;P1;PASS;-2.86;-3.4709;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30811;P60880;SNAP25;0;Neurology_II;B13806;P1;PASS;-4.8213;-3.1499;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30812;P49792;RANBP2;0.3523;Neurology_II;B13806;P1;PASS;-1.79;-1.4074;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30813;Q03721;KCNC4;0.125;Neurology_II;B13806;P1;PASS;-3.896;-3.4427;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30814;Q17R60;IMPG1;0.7159;Neurology_II;B13806;P1;PASS;-2.8557;-3.3651;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30815;Q14894;CRYM;0.6136;Neurology_II;B13806;P1;PASS;-3.898;-4.172;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30816;Q96Q89;KIF20B;0.0227;Neurology_II;B13806;P1;PASS;-6.3128;-5.4402;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30817;O95372;LYPLA2;0.0455;Neurology_II;B13806;P1;PASS;-4.1511;-3.1769;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30818;Q9H461;FZD8;0.7273;Neurology_II;B13806;P1;PASS;-3.7711;-3.9469;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30819;Q96P66;GPR101;0.0682;Neurology_II;B13806;P1;PASS;-3.7783;-2.8227;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30820;Q02641;CACNB1;0.4205;Neurology_II;B13806;P1;PASS;-4.2089;-4.1857;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30821;Q8N111;CEND1;0;Neurology_II;B13806;P1;PASS;-5.9117;-3.2066;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30822;Q5SXM8;DNLZ;0;Neurology_II;B13806;P1;PASS;-4.2046;-1.4268;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30823;Q30KQ4;DEFB116;0.0568;Neurology_II;B13806;P1;PASS;-3.5362;-2.9176;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30824;P08908;HTR1A;0.8068;Neurology_II;B13806;P1;PASS;-1.6602;-1.7197;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30825;Q7RTW8;OTOA;0.0568;Neurology_II;B13806;P1;PASS;-3.3354;-2.3734;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30826;P25440;BRD2;0;Neurology_II;B13806;P1;PASS;-2.4711;-0.9474;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30827;P04234;CD3D;0.9545;Neurology_II;B13806;P1;PASS;-1.1552;-1.4275;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30828;Q96L15;ART5;0.6023;Neurology_II;B13806;P1;PASS;-3.0923;-2.7194;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30829;Q15042;RAB3GAP1;0.2159;Neurology_II;B13806;P1;PASS;-4.2718;-3.2049;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30830;Q96GG9;DCUN1D1;0.2841;Neurology_II;B13806;P1;WARN;-2.8101;-2.714;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30831;Q19T08;ECSCR;0;Neurology_II;B13806;P1;PASS;-2.9022;-1.1754;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30832;Q9UKV0;HDAC9;0.0568;Neurology_II;B13806;P1;PASS;-4.676;-3.8837;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30833;Q99250;SCN2A;0.4773;Neurology_II;B13806;P1;PASS;-4.3252;-3.8619;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30834;P52179;MYOM1;0.0455;Neurology_II;B13806;P1;PASS;-4.3651;-3.7772;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30835;P47874;OMP;0.7955;Neurology_II;B13806;P1;PASS;-3.7671;-3.7182;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30836;Q9BZ29;DOCK9;0.2273;Neurology_II;B13806;P1;PASS;-4.4886;-4.2447;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30837;Q9Y3E2;BOLA1;0.0568;Neurology_II;B13806;P1;PASS;-5.2736;-4.998;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30838;A6NGG8;PCARE;0;Neurology_II;B13806;P1;PASS;-4.6939;-3.7034;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30839;P07954;FH;0.3182;Neurology_II;B13806;P1;PASS;-4.3994;-4.2215;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30840;Q13936;CACNA1C;0.375;Neurology_II;B13806;P1;PASS;-3.1345;-4.3767;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30841;Q14627;IL13RA2;0.1818;Neurology_II;B13806;P1;PASS;-3.4847;-2.5198;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30842;Q9UL42;PNMA2;0.375;Neurology_II;B13806;P1;PASS;-4.7505;-5.6315;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30843;O95196;CSPG5;0.4659;Neurology_II;B13806;P1;PASS;-4.4559;-5.4877;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30844;O15382;BCAT2;0.2159;Neurology_II;B13806;P1;PASS;-3.454;-2.8874;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30845;Q5T871;LELP1;0;Neurology_II;B13806;P1;PASS;-5.5305;-4.3499;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30846;Q687X5;STEAP4;0;Neurology_II;B13806;P1;PASS;-5.3777;-4.5807;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30847;Q0VDD7;BRME1;0.6364;Neurology_II;B13806;P1;PASS;-3.9884;-4.4042;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30848;P05549;TFAP2A;0.8864;Neurology_II;B13806;P1;PASS;-4.122;-4.4328;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30849;Q8WTQ1;DEFB104A_DEFB104B;0.8864;Neurology_II;B13806;P1;PASS;-2.8569;-3.0523;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30850;Q99700;ATXN2;0.0341;Neurology_II;B13806;P1;PASS;-4.7504;-3.921;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30851;P23435;CBLN1;0.9318;Neurology_II;B13806;P1;PASS;-3.1197;-5.0363;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30852;Q86T26;TMPRSS11B;0.9773;Neurology_II;B13806;P1;PASS;-3.4445;-3.0789;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30853;P52788;SMS;0;Neurology_II;B13806;P1;PASS;-4.8977;-3.7359;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30854;P26378;ELAVL4;0;Neurology_II;B13806;P1;PASS;-5.8159;-4.3737;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30855;P26715;KLRC1;0.5795;Neurology_II;B13806;P1;PASS;-3.4609;-3.9878;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30856;Q6QNY1;BLOC1S2;0.3295;Neurology_II;B13806;P1;PASS;-5.8036;-6.2804;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30857;Q9Y6U3;SCIN;0.5568;Neurology_II;B13806;P1;PASS;-5.1306;-5.5032;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30858;Q96PH6;DEFB118;0.9545;Neurology_II;B13806;P1;PASS;-3.2595;-4.0391;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30859;Q14129;DGCR6;0.4545;Neurology_II;B13806;P1;PASS;-3.8328;-3.9766;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30860;Q8IWB1;ITPRIP;0.875;Neurology_II;B13806;P1;PASS;-3.2465;-3.9751;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30861;Q99856;ARID3A;0.0568;Neurology_II;B13806;P1;PASS;-4.4532;-3.9438;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30862;Q8IVU1;IGDCC3;0.0341;Neurology_II;B13806;P1;PASS;-3.3046;-3.0883;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30863;Q9UJC5;SH3BGRL2;0.7159;Neurology_II;B13806;P1;PASS;-3.34;-4.1035;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30864;Q6P5Q4;LMOD2;0.0568;Neurology_II;B13806;P1;PASS;-5.6992;-4.6246;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30865;P05787;KRT8;0.0227;Neurology_II;B13806;P1;PASS;-6.5114;-4.8825;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30866;P28222;HTR1B;0.9432;Neurology_II;B13806;P1;PASS;-1.6585;-3.6027;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30867;Q9Y3B9;RRP15;0.7614;Neurology_II;B13806;P1;PASS;-6.431;-7.1627;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30868;Q9H492;MAP1LC3A;0.3409;Neurology_II;B13806;P1;PASS;-3.2624;-1.6523;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID30869;Q99653;CHP1;0.0909;Neurology_II;B13806;P1;WARN;-5.7153;-5.2312;Plate control;PASS
